eDISK_ID,Name,CUI,Background,Safety,Mechanism of action,Source Material,Common Names,MSKCC_Name,NHP_Name,DSLD_Name,DDSAE_Name,Twitter_Name,SuppKG_Name,SuppAI_Name,EHR_Name
DSI003383,myrobalan,C0971878,,,,Fruit | Fruit(s),,,Beleric myrobalan | Chebulic myrobalan | Terminalia catappa,Belleric myrobalan | Tropical Almond,,,DC0971878,,
DSI003384,acetaldehyde,C0000966,,,,D-Glucuronolactone | Acetaldehyde,,,"2-(3,4-dihydroxy-5-oxo-oxolan-2-yl)-2-hydroxy-acetaldehyde | Acetaldehyde",,,,DC0000966,,
DSI003385,Acidum silicicum,,,,,Silicon dioxide,,,Acidum silicicum,,,,,,
DSI003386,ferric oxide,C0060240,,,,Mineral,,,Ferrous Ferric Oxide,Ferric oxide | Iron oxide,,,,,
DSI003387,"WP-30 peptide, Whitmania pigra",C4309140,,,,Body,,,Whitmania pigra,,,,,,
DSI003388,juniper,C0330152,,,,Fruit(s) | nan,"Juniperus communis | JUNIPERUS COMMUNIS WHOLE | Juniperus | Juniper, Common | Common Juniper | Junipers",,Juniper | Common Juniper,Cade Juniper | Juniper,,,,C0330155 | C1148550,
DSI003389,uva ursi,C0885849,,,,Fresh leaves or fresh leaves and tips of young twigs,,,Uva ursi,Uva Ursi,,,,,
DSI003390,"betaine, anhydrous",C1166065,,,,Sugar beets,,,Betaine anhydrous,Betaine Anhydrous,,,,,
DSI003391,Lamna nasus,,,,,Shark cartilage,,,Lamna nasus,,,,,,
DSI003392,melaleuca leucadendron,C1536288,,,,Leaf | Cajeput tree leaves,,,Melaleuca leucadendra | Melaleuca leucadendron,,,,,,
DSI003393,"2-hydroxy-5-(N-((2,5-dihydroxyphenyl)methyl)amino)benzoic acid 3-phenylpropyl ester",C0387851,,,,,,,"Benzoic acid, 2-hydroxy-, methyl ester",,,,,,
DSI003394,"PLMS protein, Squalus acanthias",C1309720,,,,Cartilage,,,Squalus acanthias,,,,,,
DSI003395,calcium ascorbate,C0546173,,,,Vitamin C,"Calcium ascorbate product | Product containing calcium ascorbate | L-ascorbic acid, calcium salt (2:1) | Ascorbic acid calcium salt | Calcium diascorbate | vitamins calcium ascorbate",,Calcium ascorbate,Calcium Ascorbate,,,,C0546173,
DSI003396,D-Glucosamine sulphate,,,,,,,,D-Glucosamine sulphate,,,,,,
DSI003397,Myroxylon balsamum,C0950065,,,,Stem bark | Balsam,,,Myroxylon Balsamum | Myroxylon balsamum,,,,,,
DSI003398,benphothiamine,C0053116,,,,Artificial synthesis,,,S-Benzoylthiamine O-Monophosphate | Benfotiamine,Vitamin B1 (benfotiamine),,,,,
DSI003399,Extract of the liver and heart of Annas barbariae,,,,,,,,Extract of the liver and heart of Annas barbariae,,,,,,
DSI003400,"lentin protein, Lentinus edodes",C1313210,,,,Fruiting body | nan,,,Lentinus Edodes | shitake mushroom,,,,,,
DSI003401,Artificial Calculus Bovis,,,,,Bile,,,Artificial Calculus Bovis,,,,,,
DSI003402,Pteria margaritifera,,,,,Pearl,,,Pteria margaritifera,,,,,,
DSI003403,Vitex negundo L. var cannabifolia,,,,,Leaf,,,Vitex negundo L. var cannabifolia,,,,,,
DSI003404,Sanicula europaea,C1029059,,,,Fresh whole flowering plant,SANICULA EUROPAEA WHOLE | European Sanicle | Sanicle,,Sanicula europaea,,,,,C1029059,
DSI003405,Concentrated Lingzhi Mushroom Extract,C5237045,,,,,,,lingzhi,,,,,,
DSI003406,Aloe Vera/Aloe Barbadensis Derivatives,C4733743,,,,,,,Aloe vera barbadensis,,,,,,
DSI003407,tricarboxylate,C0178870,,,,,,,"Trisodium 2-hydroxypropane-1,2,3-tricarboxylate",,,,,,
DSI003408,Endothelium Corneum Gieriae,,,,,,,,Endothelium Corneum Gieriae,,,,,,
DSI003409,Myrmeleon formicarius,,,,,Whole body,,,Myrmeleon formicarius,,,,,,
DSI003410,Pyrrosia sheareri,C2822660,,,,Leaf,,,Pyrrosia sheareri,,,,,,
DSI003411,Ascophyllum spp,,,,,Whole plant(s),,,Ascophyllum spp,,,,,,
DSI003412,cactus,C0330340,,,,Fresh young stem and flowers,,,Cactus,Finger Cactus | Giant Cactus,,,DC0330340,,
DSI003413,magnesium aluminum silicate,C0051515,,,,Alun de potassium,,,Magnesium Aluminum Silicate | Aluminii,,,,DC0051515,,
DSI003414,"Ascophyllum nodosum, Laminaria digitata",,,,,Kelp,,,"Ascophyllum nodosum, Laminaria digitata",,,,,,
DSI003415,L-ornithine HCI,,,,,,,,L-ornithine HCI,,,,,,
DSI003416,cresyl acetate,C0048215,,,,,,,Cresyl Acetate,,,,,,
DSI003417,Semen hordei vulgaris germinatum,,,,,Seed(s),,,Semen hordei vulgaris germinatum,,,,,,
DSI003418,eugenol,C0015153,,,,,,,Eugenol,Eugenol,,,DC0015153,,
DSI003419,cresol,C1161322,,,,,,,Cresol,,,,,,
DSI003420,formaldehyde solution,C0949307,,,,,,,Formaldehyde Solution,,,,DC0949307,,
DSI003421,formaldehyde,C0016564,,,,,,,Formaldehyde,,,,DC0016564,,
DSI003422,Lactase Enzyme (brand name),C5702559,,,,Aspergillus oryzae,,,Lactase Enzyme,,,,,,
DSI003423,She Dan Fel Serpentis,,,,,Gall bladder,,,She Dan Fel Serpentis,,,,,,
DSI003424,fruit,C0016767,,,,Fruit,,,Camu Camu Fruit | Euodia Fruit,Fruit & Vegetable Blend | Magic Fruit,,,DC0016767,,
DSI003425,Acerola Concentrate,,,,,,,,Acerola Concentrate,,,,,,
DSI003426,Vitis vinifera seed extract,C3256816,,,,Seed(s),,,Vitis vinifera seed extract,,,,,,
DSI003427,calcium pantothenate,C0006710,,,,,"Calcium pantothenate product | PANTOTHENIC ACID (AS CALCIUM) | mineral supplements calcium pantothenate | vitamins calcium pantothenate | Pantothenate Calcium | Dextro Calcium Pantothenate | Product containing calcium pantothenate | Calcium D-pantothenate | Pantothenic Acid Calcium Salt | Vitamin B5, Calcium Salt | Bis(pantothenato)calcium | Ca-HOPA",,Calcium Pantothenate | Calcium D-pantothenate,Vitamin B5 (Calcium Pantethine) | Vitamin B5 (calcium pantothenate),,,,C0006710,
DSI003428,potassium gluconate,C0301527,,,,Potassium gluconate | nan,,,Potassium gluconate | Potassium Gluconate,,,,,,
DSI003429,heparin sodium,C0982192,,,,,,,Heparin sodium,,,,DC0037513,,
DSI003430,frubiase,C0060763,,,,Calcium lactate | Levures,,,"2-Hydroxypropanoic acid calcium salt (2:1) | (3beta,5Z,7E,22E)-9,10-Secoergosta-5,7,10(19),22-tetraen-3-ol",,,,,,
DSI003431,Thioctic acid dl-form,,,,,,,,Thioctic acid dl-form,,,,,,
DSI003432,Acorus americanus,,,,,Rhizome,,,Acorus americanus,,,,,,
DSI003433,Carbo mineralis,,,,,Mineral,,,Carbo mineralis,,,,,,
DSI003434,Rumex acetosa,C0330387,,,,Aerial parts,,,Rumex acetosa,,,,,,
DSI003435,Epimedium pubescens,C1073418,,,,Leaf,,,Epimedium pubescens,,,,,,
DSI003436,"1,7,7-trimethylnorbornan-2-one",,,,,Leaf/Leaves,,,"1,7,7-trimethylnorbornan-2-one",,,,,,
DSI003437,Eucalyptus globulus oil,C4704812,,,,Eucalyptus Globulus - leaves,,,Eucalyptus globulus oil,,,,,,
DSI003438,Pinus palustris oil,,,,,Whole plant(s),,,Pinus palustris oil,,,,,,
DSI003439,Clematis hexapetala,C1666797,,,,Root,,,Clematis hexapetala,,,,,,
DSI003440,Siegesbeckia orientalis,C1209368,,,,Whole plant(s) | Herb,,,Siegesbeckia orientalis | Sigesbeckia orientalis,,,,DC1209368,,
DSI003441,Rein,,,,,,,,Rein,,,,,,
DSI003442,liver extract,C0023899,,,,Bovine,,,Liver,Liver,,,DC0023899,,
DSI003443,Heart,,,,,Beef,,,Heart,Heart,,,,,
DSI003444,Elmus repens,,,,,Herb,,,Elmus repens,,,,,,
DSI003445,Kalium bromatum,,,,,Potassium bromide,,,Kalium bromatum,,,,,,
DSI003446,phytostanol phosphoryl ascorbate,C1259832,,,,Pine trees (Pinus sp.),,,Phytostanols,,,,,,
DSI003447,Cortex Phellodendri,,,,,Bark,,,Cortex Phellodendri,,,,,,
DSI003448,Corni Fructus,C0950011,,,,Fruit,,,Fructus corni,,,,,,
DSI003449,radix rehmanniae preparata,C4331284,,,,Root (processed),Cooked Rehmannia Root | Radix Rehmanniae Preparata | ShuDiHuang | Processed Rehmannia Glutinosa Libosch Root | Steamed Chinese Foxglove Root | Processed Rehmannia Root,,Radix rehmanniae preparata,,,,,C4331284,
DSI003450,Rhizoma alismatis,,,,,Rhizome,,,Rhizoma alismatis,,,,,,
DSI003451,dioscorea,C0936043,,,,Rhizome,,,Rhizoma dioscoreae,,,,DC0936043,,
DSI003452,carrot seed oil,C3488988,,,,Root,,,Daucus carota sativa,,,,,,
DSI003453,Ulkenia profunda,C1006631,,,,Algae,,,Ulkenia profunda,,,,,,
DSI003454,norpseudoephedrine hydrochloride,C0772182,,,,,,,"d-pseudoephedrine hydrochloride | Benzenemethanol, a-[1-(methylamino)ethyl]-, [S-(R*, R*)]-, hydrochloride. (+)-Pseudoephedrine hydrochloride",,,,,,
DSI003455,guaiacol,C0018304,,,,Guaiacol,,,Guaiacol | 1-Hydroxy-2-methoxybenzene,,,,DC0018304,,
DSI003456,n-acetylglucosamine,C0001056,,,,,"N-Acetylglucosamine | N acetylglucosamine | N-ACETYL-.ALPHA.-D-GLUCOSAMINE | 2-Acetamido-2-Deoxy-D-Glucose | 2-Acetamido-2-Deoxyglucose | N-Acetyl-D-Glucosamine | N-Acetyl Glucosamine D- | D-Glucose, 2-(acetylamino)-2-deoxy- | n-acetyl glucosamine | aldehydo-N-acetyl-D-glucosamine | N-Acetylchitosamine | D-GlcNAc | nutritional medicines herbal medicines acetylglucosamine",,N-acetylglucosamine | N-Acetylglucosamine,N-acetylglucosamine | N-Acetyl Glucosamine,N-Acetyl Glucosamine,,DC0001056,C0001056,
DSI003457,Piper puberulum,C2310104,,,,Stem(s),,,Piper puberulum,,,,,,
DSI003458,halloysite,C1144448,,,,Aluminum silicate,,,Halloysite,Halloysite,,,DC1144448,,
DSI003459,Hydrargyrum biiodatum,,,,,Mercury (II) iodide,,,Hydrargyrum biiodatum,,,,,,
DSI003460,Larix occidentalis Arabinogalactan,,,,,Bark,,,Larix occidentalis Arabinogalactan,,,,,,
DSI003461,Poacynum hendersonii,C1930161,,,,,,,Poacynum Hendersonii,,,,,,
DSI003462,folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12,C3247831,,,,Soybean oil,,,Phytosterols esters,,,,,,
DSI003463,benzoyl L-arginine methyl ester hydrochloride,C0952460,,,,,,,L-arginine hydrochloride,,,,,,
DSI003464,cyanocobalamin,C0042845,,,,Chlorella vulgaris - Broken Cell,Vitamin B-12 | Cobalamin | cyanocobalamin | Cyanocobalamin product | vitamin B12 compound | Vitamin B12 product | CYANOCOBALMIN | Vitamin B12 | b 12 vitamin | vit b12 | Cyanocob(III)alamin | Vitamin B12 complex | Product containing cyanocobalamin | Product containing vitamin B12 | Vitamin B12 NOS | Vitamin-B12 | B12 Vitamin | vitamins cyanocobalamin | Cobalamin (1+),,Cyanocobalamin,Vitamin B12 (unspecified) | Vitamin B12 (mixed) | Vitamin B12 (cyanacobalamin) | Vitamin B12 (various) | Vitamin B12 (cyanocobalamin) | Vitamin B12 (various)),,,DC0042845,C0042845,
DSI003465,Oleum terebinthinae,,,,,Volatile oil distilled from the olearesin of Pinus species,,,Oleum terebinthinae,,,,,,
DSI003466,ammonium chloride,C0002615,,,,Ammonium chloride | nan,,,Ammonium chloride | Chlorure d'ammonium | chlorure d'ammonium,Ammonium chloride,,,,,
DSI003467,curcumin,C0010467,,,,Curcuma longa - rhizome,,,Curcumin,Curcumin,,,DC0010467,,
DSI003468,L-ornithine alphaketoglutarate,,,,,,,,L-ornithine alphaketoglutarate,,,,,,
DSI003469,Beta vulgaris var. rubra,,,,,Root,,,Beta vulgaris var. rubra,,,,,,
DSI003470,Citrullus lanatus,C0973455,,,,Fruit,,,Citrullus Lanatus,Watermelon,,,DC0973455 | DC0946607,,
DSI003471,Calcium 2-oxopropanoate,,,,,,,,Calcium 2-oxopropanoate,,,,,,
DSI003472,aralia,C0331027,,,,Root,,,Aralia,Aralia | California Spikenard | Spikenard,,,DC0331027,,
DSI003473,bovine collagen,C0772448,,,,Cattle skin/hides,,,Hydrolyzed bovine collagen,Bovine Collagen,,,,,
DSI003474,Pueraria omeiensis,C5862721,,,,Root,,,Pueraria omeiensis,,,,,,
DSI003475,Undenatured whey protein fraction,,,,,Bovine milk,,,Undenatured whey protein fraction,,,,,,
DSI003476,Eucalyptus odorata,C5260291,,,,Leaf,,,Eucalyptus odorata,,,,,,
DSI003477,zinc chloride,C0078774,,,,Zinc chloride,hexite | mineral supplements zinc chloride | ZnCl2,,Zinc chloride,,,,DC0078774,C0078774,
DSI003478,dandelion root,C0697142,,,,,,,Dandelion root,,,,,,
DSI003479,peptone,C0030966,,,,,,,Peptone,Peptone | Proteose peptone,,,DC0030966,,
DSI003480,magnetite,C0919332,,,,Mineral,,,Magnetite,Magnetite,,,,,
DSI003481,Centaurium umbellatum-flos,,,,,Small tufts of flowers,,,Centaurium umbellatum-flos,,,,,,
DSI003482,Aesculus carnea-flos,,,,,Inflorescence attached to 15cm of twig with leaves,,,Aesculus carnea-flos,,,,,,
DSI003483,Gentianella amarella-flos,,,,,Flowers picked just below the calyx,,,Gentianella amarella-flos,,,,,,
DSI003484,Fagus sylvatica flos,,,,,Flowers on 15 cm young shoots with the newly opened leaves,,,Fagus sylvatica flos,,,,,,
DSI003485,Ceratostigma willmottianum-flos,,,,,Flowers,,,Ceratostigma willmottianum-flos,,,,,,
DSI003486,Larix decidua-flos,,,,,Flowers with young green leaf-tufts on 15 cm of twig,,,Larix decidua-flos,,,,,,
DSI003487,Ulmus procera-flos,,,,,Flower clusters on 15 cm of twig,,,Ulmus procera-flos,,,,,,
DSI003488,Scleranthus annuus-flos,,,,,Flowering stems and leaves,,,Scleranthus annuus-flos,,,,,,
DSI003489,Ornithogalum umbellatum-flos,,,,,Flowering clusters on 7.5 - 15 cm. of stem,,,Ornithogalum umbellatum-flos,,,,,,
DSI003490,Ilex aquifolium-flos,,,,,Flowers on 15 cm. of twig with the leaves,,,Ilex aquifolium-flos,,,,,,
DSI003491,Populus tremula-flos,,,,,Catkins with young leaf-buds on 15 cm of twig,,,Populus tremula-flos,,,,,,
DSI003492,Hottonia palustris-flos,,,,,Flowers on 7.5 - 15 cm. of stalk,,,Hottonia palustris-flos,,,,,,
DSI003493,Quercus robur-flos,,,,,Female catkins,,,Quercus robur-flos,,,,,,
DSI003494,Salix vitellina-flos,,,,,Catkins on 15 cm of twig with the young leaves,,,Salix vitellina-flos,,,,,,
DSI003495,Bromus ramosus-flos,,,,,Flowering spikelets in full pollen picked from many plants,,,Bromus ramosus-flos,,,,,,
DSI003496,Clematis vitalba-flos,,,,,Flowers on stalk,,,Clematis vitalba-flos,,,,,,
DSI003497,Impatiens glandulifera-flos,,,,,Pale mauve flowers only on 7.5-15cm of stalk,,,Impatiens glandulifera-flos,,,,,,
DSI003498,Prunus cerasifera-flos,,,,,Flowers on 15 cm of twigs,,,Prunus cerasifera-flos,,,,,,
DSI003499,Ulex europaeus-flos,,,,,Flowers on hairy stalks from shrubs in the centre and circumference of the clump,,,Ulex europaeus-flos,,,,,,
DSI003500,halibut liver oil,C0304889,,,,Liver oil,,,Halibut liver oil,,,,,,
DSI003501,Crotalus horridus horridus extract,C0938428,,,,Venom,,,Crotalus horridus,,,,,,
DSI003502,thenoic acid,C0771465,,,,Oenothera biennis - Seed Oil | Oleic acid (from various animal and vegetable fats and oils),,,cis-Octadec-9-enoic acid | (Z)-octadec-9-enoic acid,3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,,,,,
DSI003503,saponins,C0036189,,,,Leaf/Leaves | Panax notoginseng,,,Ginseng saponins | Panax saponins | Saponins,saponins,,,DC0036189,,
DSI003504,Ixora coccinea,C1010806,,,,Root | Leaf,,,Ixora Coccinea | Ixora coccinea,,,,DC1010806,,
DSI003505,Alpinia calcarata,C1219922,,,,Rhizome,,,Alpinia calcarata,,,,,,
DSI003506,gmelina arborea,C3496633,,,,Stem bark,,,Gmelina arborea,,,,DC1483286,,
DSI003507,coniine,C0056245,,,,Coniine alkaloid from dried fruit of Conium maculatum,,,Coniinum,,,,DC0056245,,
DSI003508,Nitric acid calcium salt (2:1),,,,,Calcium nitrate,,,Nitric acid calcium salt (2:1),,,,,,
DSI003509,"sodium phosphate, monobasic",C0770578,,,,Sodium phosphate monobasic,,,"Sodium Phosphate, Monobasic | Monobasic Sodium Phosphate | Monobasic sodium phosphate | Sodium biphosphate",Sodium dihydrogen phosphate | Sodium biphosphate,,,,,
DSI003510,"1alpha, 2alpha, 3alpha, 4beta, 5alpha, 6beta hexahydroxycyclohexane",,,,,,,,"1alpha, 2alpha, 3alpha, 4beta, 5alpha, 6beta hexahydroxycyclohexane",,,,,,
DSI003511,"2-(Hydroxy)-N,N,N-triethylethanaminium bitartrate",,,,,,,,"2-(Hydroxy)-N,N,N-triethylethanaminium bitartrate",,,,,,
DSI003512,Bis(2-Carboxyethylgermaniumsesquioxide),,,,,,,,Bis(2-Carboxyethylgermaniumsesquioxide),,,,,,
DSI003513,alpha-aminobutyric acid,C0054314,,,,,".ALPHA.-AMINOBUTYRIC ACID | Alpha-Amino-N-Butyric Acid | 2-aminobutanoic acid | butyrine | 2-aminobutyric acid | Butanoic Acid, 2-amino- | Butyric Acid, 2-Amino-, DL- | DL-2-Amino-N-Butyric Acid | DL-Alpha-Amino-N-Butyric Acid | 2-Amino-N-Butyric Acid | 2-Aminobutyric Acid, DL | homoalanine | AABA | Abu",,L-gamma-methylthio-alpha-aminobutyric acid,,,,DC0054314,C0054314,
DSI003514,Smilax medica,,,,,Root,,,Smilax medica,,,,,,
DSI003515,Pinellia ternata (processed),,,,,Dried tuber,,,Pinellia ternata (processed),,,,,,
DSI003516,potassium pyrophosphate,C1646054,,,,,,,Potassium Pyrophosphate,,,,,,
DSI003517,Foeniculum vulgare var. dulce,,,,,Seed(s),,,Foeniculum vulgare var. dulce,,,,,,
DSI003518,Borneol (Bingpian),,,,,Leaf/Leaves,,,Borneol (Bingpian),,,,,,
DSI003519,Elaphe taeniura,,,,,Dried epidermal membrane (Fried with wine),,,Elaphe taeniura,,,,,,
DSI003520,Kochia scoparia Ab.IgA,C1115622,,,,Fruit,,,Kochia scoparia,,,,,,
DSI003521,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT,C5964910,,,,Leaf,,,Rosmarinus officinalis (Rosemary) leaf extract,,,,,,
DSI003522,Acidum hydrochloricum,,,,,Dilute hydrochloric acid,,,Acidum hydrochloricum,,,,,,
DSI003523,colloidal oatmeal,C0724560,,,,Oat kernel (Avena sativa L. (Poaceae) kernel),,,Colloidal oatmeal,,,,,,
DSI003524,Cimicifuga foetida,C1024561,,,,Rhizome,,,Cimicifuga foetida,,,,,,
DSI003525,histamine dihydrochloride,C0543456,,,,Histamine dihydrochloride,,,Histamine Dihydrochloride | Histamine dihydrochloride,,,,,,
DSI003526,Terebinthina canadensis,,,,,Oléoresin from Abies balsamea,,,Terebinthina canadensis,,,,,,
DSI003527,Disodium hydrogen phosphate dihydrate,C4510002,,,,Disodium phosphate dihydrate,,,Disodium phosphate dihydrate,,,,,,
DSI003528,"Magnesium carbonate, Heavy",,,,,Heavy Magnesium carbonate,,,"Magnesium carbonate, Heavy",,,,,,
DSI003529,Potassium hydrogen carbonate,C0071751,,,,Potassium bicarbonate,,,Potassium Hydrogen carbonate | Potassium Bicarbonate,Potassium Bicarbonate,,,DC0071751,,
DSI003530,"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S,4S)-",,,,,,,,"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S,4S)-",,,,,,
DSI003531,Picria fel-terrae,C1495178,,,,Dried whole plant,,,Picria fel-terrae,,,,DC1495178,,
DSI003532,menthyl salicylate,C2827258,,,,Synthetic,,,Menthyl Salicylate,,,,,,
DSI003533,2 amino 2 deoxybeta-Dglucopyranose,,,,,,,,2 amino 2 deoxybeta-Dglucopyranose,,,,,,
DSI003534,Brassica oleracea var. oleracea,C5712276,,,,Leaf,,,Brassica oleracea var. oleracea,,,,,,
DSI003535,Hordeum distichon,C5715031,,,,Sprout powder,,,Hordeum distichon,,,,,,
DSI003536,soy lecithin,C0872912,,,,Glycine max - Seed | nan,"soya lecithin | Soy lecithin | Soybean Lecithin | lecithin soya | lecithin soy | Lecithin, Soy | Soybean Phospholipids",,Soy lecithin | Soya lecithin,,,,DC0872912,C0872912,
DSI003537,Yucca aloifolia,C1483560,,,,Root,,,Yucca aloifolia,,,,,,
DSI003538,Erycibe obtusifolia,C3999619,,,,Stem(s),,,Erycibe obtusifolia,,,,,,
DSI003539,Piper futokadzura,,,,,Stem(s),,,Piper futokadzura,,,,,,
DSI003540,psyllium husk,C0353946,,,,,Ispaghula husk product | psyllium husk | laxatives ispaghula husk | husks psyllium | Product containing ispaghula husk | Psyllium Hydrophilic Mucilloid | Psyllium mucilloid | Psyllium Seed Husk,,Psyllium husk,,,,DC0353946,C0353946,
DSI003541,Myrtol standardized,,,,,"Distillate of a mixture of essential oils of eucalyptus, sweet orange, myrtle and lemon (66:32:1:1)",,,Myrtol standardized,,,,,,
DSI003542,Rehmannia glutinosa preparated,,,,,Root,,,Rehmannia glutinosa preparated,,,,,,
DSI003543,Triticum aestivum subsp. spelta,C0331515,,,,Seed(s),,,Triticum aestivum subsp. spelta,Spelt,,,DC0331515,,
DSI003544,Curcuma aromatica,C1190059,,,,Tuber,,,Curcuma aromatica,Curcuma aromatica,,,,,
DSI003545,phosphoserine,C0031721,,,,"1,2-diacyl-sn-glycerol-(3)-L-phosphoserine","Phosphorylserine | Serine Phosphate | Seryl Phosphate | DL-Serine, dihydrogen phosphate (ester) | DL-2-Amino-3-Hydroxypropanoic Acid 3-Phosphate | Serine Dihydrogen Phosphate | Serine-3-Phosphate | DL-Serine Dihydrogen Phosphate | 2-Amino-3-(Phosphonooxy)Propanoic Acid | 2-Amino-3-Phosphonooxypropanoic Acid | DL-O-Phosphorylserine | O-Phosphonoserine | 2-Amino-3-(Oxyphosphinyloxyphosphinyl)Propanoic Acid | P-Serine | 3-Phospho-Serine | P-Ser",,"1,2-diacyl-sn-glycerol-(3)-L-phosphoserine",,,,DC0031721,C0031721,
DSI003546,"(2S)-2,6-Diaminohexanoic acid monohydrochloride",,,,,Vegetal,,,"(2S)-2,6-Diaminohexanoic acid monohydrochloride",,,,,,
DSI003547,Thlaspi arvense,C1000623,,,,Whole plant,,,Thlaspi arvense,,,,,,
DSI003548,Turnera diffusa var. aphrodisiaca,,,,,Leaves,,,Turnera diffusa var. aphrodisiaca,,,,,,
DSI003549,glycoside,C0007158,,,,Whole plant(s),cardiac glycoside | Glycoside | Glycoside product | Cardiotonic Steroids | Product containing glycoside,,Total Glycoside,Glycoside | Ginkgo Flavone Glycoside | Ginkgo Falvone Glycoside,,,DC0007158,C0007158,
DSI003550,"Cinchonae ssp. (pubescens, calisaya, ledgeriana)",,,,,Bark,,,"Cinchonae ssp. (pubescens, calisaya, ledgeriana)",,,,,,
DSI003551,calcium sennosides,C0888138,,,,Leaf/Leaves,,,Calcium sennosides,,,,,,
DSI003552,Cassia officinalis,,,,,Leaf/Leaves,,,Cassia officinalis,,,,,,
DSI003553,benzene,C0005036,,,,,,,"2-Methyl-1,3,5-trinitro-4-tertbutyl-benzene",,,,DC0005036,,
DSI003554,green tea leaf extract,C0937627,,,,Camellia sinensis - leaf,,,Camellia Sinensis Leaf Extract | Green tea leaf extract,,GREEN TEA LEAF EXTRACT,,,,
DSI003555,Euphrasia rostkoviana,C2619016,,,,Aerial parts,,,Euphrasia rostkoviana,,,,,,
DSI003556,sinusitisinum,C3486841,,,,Mucous substances from inflamed sinus cavities of patients with acute sinusitis maxillaries,,,Sinusitisinum,,,,,,
DSI003557,Hibiscus syriacus,C1049554,,,,Flower,,,Hibiscus syriacus,,,,,,
DSI003558,orange allergenic extract,C2702329,,,,Peel,,,Citrus aurantium dulcis,,,,,,
DSI003559,"Fluoricum acidum, hydrofluoric acid, homeopathic preparation",C1171557,,,,Fluoricum acidum | Mineral | Hydrofluoric acid,,,Fluoricum acidum | Hydrofluoric Acid | Hydrofluoric acid,,,,,,
DSI003560,Citrus wilsonii,C3456366,,,,Fruit,,,Citrus wilsonii,,,,,,
DSI003561,Amomum xanthioides,C5710850,,,,Fruit | nan,,,Amomum xanthioides | Amomum villosum var. xanthioides,,,,,,
DSI003562,Ledebouriella seseloides,C3310080,,,,Root,,,Ledebouriella seseloides,,,,,,
DSI003563,Dipsacus japonicus,C2270847,,,,Root,,,Dipsacus japonicus,,,,,,
DSI003564,Siler divaricatum,,,,,Root,,,Siler divaricatum,,,,,,
DSI003565,sulfuric acid,C0038784,,,,Sulfuric acid,,,Sulfuric Acid,hydrogen sulfate | Sulfuric acid,,,DC0038784,,
DSI003566,Hemerocallis fulva,C1004940,,,,Root,,,Hemerocallis fulva.,,,,DC1004940,,
DSI003567,Ligusticum canadense,C1023883,,,,Root,,,Ligusticum canadense,,,,,,
DSI003568,menthae piperitae aetheroleum,C0070325,,,,Leaf | Mentha x piperita flowering tops,Peppermint oil product | oil peppermint | Oil of peppermint | of peppermint oil | oleum menthae piperitae | Mentha piperita (peppermint) oil | Peppermint flowering top oil | Mentha crispa oil | Menthae piperitae aetheroleum | Peppermint oil yakima | Peppermint volatile oil | English black mint oil | Mentha piperita flowering top oil | Mentha X piperita oil | Peppermint oil america | Mentha dumetorum oil | Peppermint oil mongolia | Product containing peppermint oil | Mentha piperita oil,,Menthae piperitae aetheroleum | Peppermint oil,,,,,C0070325,
DSI003569,Thunnus sp.,,,,,Tuna body oil,,,Thunnus sp.,,,,,,
DSI003570,lactone,C0022947,,,,D-glucuronic acid-gamma-lactone,,,D-Glucurono-gamma-lactone,Lactones,D-GLUCURONO-GAMMA-LACTONE,,DC0022947,,
DSI003571,Petroselinum spp.,,,,,Petroselinum spp. leaf,,,Petroselinum spp.,,,,,,
DSI003572,China rubra,,,,,Dried bark,,,China rubra,,,,,,
DSI003573,Stibium sulfuratum aurantiacum,,,,,Mixture of antimony(V) sulfide and sulfur,,,Stibium sulfuratum aurantiacum,,,,,,
DSI003574,Rorippa nasturtium-aquaticum,C0453151,,,,Whole plant,"Nasturtium officinale | Indian cress | Nasturtium officinale / watercress | Rorippa nasturtium-aquaticum | Nasturtium nasturtium-aquaticum (L.) H.Karst., nom. inval. | nasturtium officinale/waterc",,Rorippa nasturtium-aquaticum,Watercress,Watercress,,DC0453151,C0453151,
DSI003575,menthol topical compounding crystal,C1657071,,,,Botanical,,,Menthol Crystal,,,,,,
DSI003576,Achyranthes japonica,C3900921,,,,Root,,,Achyranthes japonica,,,,,,
DSI003577,Bombyx batryticatus,,,,,Whole,,,Bombyx batryticatus,,,,,,
DSI003578,"2-Hydroxypropane-1,2,3-tricarboxylic acid monohydrate",,,,,Citric acid monohydrate,,,"2-Hydroxypropane-1,2,3-tricarboxylic acid monohydrate",,,,,,
DSI003579,Disodium hydrogen phosphate heptahydrate,C4510003,,,,,,,Disodium hydrogen phosphate heptahydrate,,,,,,
DSI003580,Sodium dihydrogen phosphate hydrate,,,,,,,,Sodium dihydrogen phosphate hydrate,,,,,,
